,name,metacritic_review_count,metacritic_review_score,user_review_count,user_review_score,developer,publisher,platforms,genres,esrb,must_play
10678,Football Genius - The Ultimate Quiz,Based on 9 Critic Reviews,61,,tbd,Developer:           RTL,Publisher: RTL,['Xbox 360'],['Trivia'],Rated E                           for Everyone,0
10679,Curse of the Sea Rats,Based on 12 Critic Reviews,61,Based on 16 User Ratings,4.3,Developer:           PETOONS STUDIO SL,Publisher: PQube,"['Nintendo Switch', 'Xbox One', 'PlayStation 4', 'PC', 'PlayStation 5', 'Xbox Series X']",['Metroidvania'],Rated E +10                           for Everyone +10,0
10680,Ar tonelico Qoga: Knell of Ar Ciel,Based on 27 Critic Reviews,61,Based on 76 User Ratings,7.8,Developer:           Gust,Publisher: NIS America,['PlayStation 3'],['JRPG'],Rated M                           for Mature,0
10681,The Dwarves,Based on 17 Critic Reviews,61,Based on 59 User Ratings,6.2,Developer:           KING Art,Publisher: EuroVideo Medien,"['PC', 'PlayStation 4', 'Xbox One']",['RPG'],Rated M                           for Mature,0
10682,Vietcong 2,Based on 29 Critic Reviews,61,Based on 41 User Ratings,6.2,Developer:           Pterodon,Publisher: 2K Games,['PC'],['FPS'],Rated M                           for Mature,0
10683,StarDrive (2012),Based on 26 Critic Reviews,61,Based on 386 User Ratings,6.8,Developer:           Zero Sum Games,Publisher: Iceberg Interactive,['PC'],['Real-Time Strategy'],,0
10684,Create,Based on 23 Critic Reviews,61,Based on 10 User Ratings,5.4,Developer:           EA Bright Light,Publisher: EA Games,"['Xbox 360', 'PlayStation 3', 'Wii', 'PC']",['Puzzle'],Rated E                           for Everyone,0
10685,Deiland,Based on 18 Critic Reviews,61,Based on 4 User Ratings,8.3,Developer:           Chibig,Publisher: Chibig,"['iOS (iPhone/iPad)', 'PC', 'PlayStation 4', 'Nintendo Switch']",['Sandbox'],Rated E +10                           for Everyone +10,0
10686,Dance Dance Revolution: Disney Channel Edition,Based on 9 Critic Reviews,61,,tbd,Developer:           Keen Games,Publisher: Konami,['PlayStation 2'],['Dancing'],Rated E                           for Everyone,0
10687,Far Cry 5: Lost on Mars,Based on 13 Critic Reviews,61,Based on 59 User Ratings,4.4,Developer:           Ubisoft Montreal,Publisher: Ubisoft,"['PC', 'Xbox One', 'PlayStation 4']",['Open-World Action'],Rated M                           for Mature,0
10688,Death Jr.,Based on 40 Critic Reviews,61,Based on 38 User Ratings,8.2,Developer:           Backbone Entertainment,Publisher: Konami,['PSP'],['3D Platformer'],Rated T                           for Teen,0
10689,Signal Ops,Based on 9 Critic Reviews,61,Based on 9 User Ratings,6.3,Developer:           Space Bullet Dynamics Corporation,Publisher: Space Bullet Dynamics Corporation,['PC'],['Strategy'],,0
10690,Venetica,Based on 17 Critic Reviews,61,Based on 75 User Ratings,6.5,Developer:           Deck 13,Publisher: Rombax Games,"['PlayStation 3', 'PC', 'Xbox 360']",['Action RPG'],Rated T                           for Teen,0
10691,Raiden III,Based on 14 Critic Reviews,61,Based on 4 User Ratings,6.0,Developer:           Moss,Publisher: UFO Interactive,"['PlayStation 2', 'PC']","[""Vertical Shoot-'Em-Up""]",Rated E +10                           for Everyone +10,0
10692,Tour de France 2020,Based on 10 Critic Reviews,61,Based on 23 User Ratings,4.5,Developer:           Cyanide,Publisher: Nacon,"['Xbox One', 'PC', 'PlayStation 4']",['Biking'],Rated E                           for Everyone,0
10693,What Happened,Based on 10 Critic Reviews,61,Based on 198 User Ratings,8.7,Developer:           Genius Slackers,Publisher: KATNAPPE SP. Z O. O.,"['PC', 'PlayStation 4', 'Xbox One']",['First-Person Adventure'],,0
10694,Championship Surfer,Based on 9 Critic Reviews,61,Based on 4 User Ratings,7.8,Developer:           Krome Studios,Publisher: Mattel,"['Dreamcast', 'PC', 'PlayStation']",['Surfing'],Rated E                           for Everyone,0
10695,BCT Commander,Based on 10 Critic Reviews,61,,tbd,Developer:           ProSim,Publisher: Shrapnel Games,['PC'],['Real-Time Strategy'],,0
10696,J-Stars Victory Vs+,Based on 40 Critic Reviews,61,Based on 116 User Ratings,6.4,Developer:           Spike Chunsoft,Publisher: Bandai Namco Games,"['PlayStation 4', 'PlayStation Vita', 'PlayStation 3']",['3D Fighting'],Rated T                           for Teen,0
10697,Lotus Challenge,Based on 9 Critic Reviews,61,Based on 4 User Ratings,4.5,Developer:           Kuju Entertainment,Publisher: Xicat Interactive,"['PC', 'PlayStation 2', 'GameCube', 'Xbox']",['Auto Racing Sim'],Rated E                           for Everyone,0
10698,One Must Fall: Battlegrounds,Based on 19 Critic Reviews,61,,tbd,Developer:           Diversions Entertainment,Publisher: Diversions Entertainment,['PC'],['3D Fighting'],Rated T                           for Teen,0
10699,Rugby 2004,Based on 13 Critic Reviews,61,,tbd,Developer:           HB Studios Multimedia,Publisher: EA Sports,"['PC', 'PlayStation 2']",['Rugby'],Rated E                           for Everyone,0
10700,Spy Fiction,Based on 33 Critic Reviews,61,Based on 10 User Ratings,7.4,Developer:           Access Games,Publisher: Sammy Studios,['PlayStation 2'],['Action Adventure'],Rated M                           for Mature,0
10701,Georifters,Based on 9 Critic Reviews,61,,tbd,Developer:           Busy Toaster,Publisher: Leoful,"['Nintendo Switch', 'PC', 'PlayStation 4', 'Xbox One']",['2D Platformer'],Rated E                           for Everyone,0
10702,Dead Rising: Chop Till You Drop,Based on 30 Critic Reviews,61,Based on 20 User Ratings,5.9,Developer:           TOSE,Publisher: Capcom,['Wii'],['Open-World Action'],Rated M                           for Mature,0
10703,Ghost in the Shell: Stand Alone Complex (2005),Based on 23 Critic Reviews,61,Based on 13 User Ratings,8.3,Developer:           G-Artists,Publisher: Bandai,['PSP'],['FPS'],Rated T                           for Teen,0
10704,Star Wars: The Force Unleashed II,Based on 59 Critic Reviews,61,Based on 318 User Ratings,6.1,Developer:           LucasArts,Publisher: LucasArts,"['Xbox 360', 'PlayStation 3', 'DS', 'PSP', 'PC', 'Wii']",['Action'],Rated T                           for Teen,0
10705,GoldenEye: Rogue Agent,Based on 55 Critic Reviews,61,Based on 11 User Ratings,7.2,Developer:           EA LA,Publisher: EA Games,"['PlayStation 2', 'GameCube', 'DS', 'Xbox']",['FPS'],Rated T                           for Teen,0
10706,Hello Kitty and Friends: Happiness Parade,Based on 7 Critic Reviews,61,,tbd,Developer:           Dabadu Games,Publisher: Rogue Games,['Nintendo Switch'],['Rhythm'],Rated E                           for Everyone,0
10707,Fun! Fun! Minigolf TOUCH!,Based on 11 Critic Reviews,61,Based on 12 User Ratings,7.4,Developer:           Shin'en,Publisher: Shin'en,['3DS'],['Golf'],Rated E                           for Everyone,0
10708,Fast Striker,Based on 7 Critic Reviews,61,,tbd,Developer:           NG:DEV.TEAM,Publisher: EastAsiaSoft,"['Dreamcast', 'iOS (iPhone/iPad)', 'PlayStation 4', 'PlayStation Vita']","[""Vertical Shoot-'Em-Up""]",Rated E                           for Everyone,0
10709,PowerUp Heroes,Based on 13 Critic Reviews,61,Based on 12 User Ratings,6.8,Developer:           Ubisoft,Publisher: Ubisoft,['Xbox 360'],['3D Fighting'],Rated E +10                           for Everyone +10,0
10710,Transformers: Revenge of the Fallen The Mobile Game,Based on 65 Critic Reviews,61,Based on 36 User Ratings,6.6,"Developer:           Luxoflux, Inc.",Publisher: Activision,"['PlayStation 3', 'Xbox 360', 'PC', 'Wii', 'PSP', 'PlayStation 2', 'DS', 'DS']",['Third Person Shooter'],Rated T                           for Teen,0
10711,Bus Driver,Based on 10 Critic Reviews,61,Based on 40 User Ratings,7.0,Developer:           SCS Software,Publisher: SCS Software,['PC'],['Vehicle Sim'],Rated E                           for Everyone,0
10712,The Witch and the Hundred Knight 2,Based on 24 Critic Reviews,61,Based on 17 User Ratings,6.3,Developer:           Nippon Ichi Software,Publisher: NIS America,['PlayStation 4'],['Action RPG'],Rated T                           for Teen,0
10713,Batman: Arkham Origins Blackgate,Based on 38 Critic Reviews,61,Based on 154 User Ratings,6.7,Developer:           Armature Studio,Publisher: Warner Bros. Interactive Entertainment,"['3DS', 'PlayStation Vita']",['Metroidvania'],Rated T                           for Teen,0
10714,Boiling Point,Based on 21 Critic Reviews,61,Based on 43 User Ratings,6.8,Developer:           Deep Shadows,Publisher: Atari SA,['PC'],['FPS'],Rated M                           for Mature,0
10715,Invincible Tiger: The Legend of Han Tao,Based on 14 Critic Reviews,61,,tbd,Developer:           Blitz Arcade,Publisher: Namco Bandai Games,"['PlayStation 3', 'Xbox 360']","[""2D Beat-'Em-Up""]",Rated T                           for Teen,0
10716,The Perils of Man,Based on 18 Critic Reviews,61,Based on 23 User Ratings,7.6,Developer:           IF Games,Publisher: IF Games,"['iOS (iPhone/iPad)', 'PC']",['Point-and-Click'],,0
10717,A City Sleeps,Based on 11 Critic Reviews,61,Based on 6 User Ratings,6.2,Developer:           Harmonix Music Systems,Publisher: Harmonix Music Systems,['PC'],"[""Horizontal Shoot-'Em-Up""]",,0
10718,Traverser,Based on 14 Critic Reviews,61,Based on 11 User Ratings,6.5,Developer:           Gatling Goat Studios,Publisher: Adult Swim,['PC'],['Linear Action Adventure'],,0
10719,F1 2014,Based on 20 Critic Reviews,61,Based on 89 User Ratings,5.2,Developer:           Codemasters Birmingham,Publisher: Codemasters,"['PC', 'PlayStation 3', 'Xbox 360']",['Auto Racing Sim'],Rated E                           for Everyone,0
10720,Elite Forces: Unit 77,Based on 23 Critic Reviews,61,,tbd,Developer:           Gammick Entertainment,Publisher: Deep Silver,['DS'],['Turn-Based Strategy'],Rated T                           for Teen,0
10721,Ragnarok Odyssey ACE,Based on 9 Critic Reviews,61,Based on 17 User Ratings,6.6,Developer:           Game Arts,Publisher: XSEED Games,"['PlayStation 3', 'PlayStation Vita']",['Action RPG'],Rated T                           for Teen,0
10722,Spore Hero,Based on 23 Critic Reviews,61,Based on 16 User Ratings,3.9,Developer:           Maxis,Publisher: EA Games,"['Wii', 'DS']",['Action Adventure'],Rated E +10                           for Everyone +10,0
10723,Superfrog HD,Based on 13 Critic Reviews,61,Based on 18 User Ratings,5.9,Developer:           Team17,Publisher: Team17,"['PlayStation 3', 'PlayStation Vita', 'PC', 'iOS (iPhone/iPad)']",['2D Platformer'],Rated E                           for Everyone,0
10724,Infinity Strash: Dragon Quest The Adventure of Dai,Based on 26 Critic Reviews,61,Based on 31 User Ratings,5.9,Developer:           KAI GRAPHICS,Publisher: Square Enix,"['PlayStation 4', 'PlayStation 5', 'PC', 'Nintendo Switch', 'Xbox Series X']",['JRPG'],Rated T                           for Teen,0
10725,Alien Resurrection,Based on 12 Critic Reviews,61,Based on 32 User Ratings,6.8,Developer:           Argonaut Games,Publisher: Fox Interactive,['PlayStation'],['FPS'],Rated M                           for Mature,0
10726,Dogs of War: Battle On Primus IV,Based on 15 Critic Reviews,61,,tbd,Developer:           Silicon Dreams,Publisher: TalonSoft,"['Dreamcast', 'PC']",['Real-Time Tactics'],Rated M                           for Mature,0
10727,Virtua Athlete 2000,Based on 17 Critic Reviews,61,Based on 6 User Ratings,8.0,Developer:           Hitmaker,Publisher: Agetec,['Dreamcast'],['Athletics'],Rated E                           for Everyone,0
10728,Original War,Based on 9 Critic Reviews,61,Based on 75 User Ratings,8.8,Developer:           Altar Interactive,Publisher: Virgin Interactive,['PC'],['Command RTS'],Rated T                           for Teen,0
10729,Scathe,Based on 10 Critic Reviews,61,Based on 7 User Ratings,5.7,Developer:           DAMAGE STATE LTD,Publisher: Kwalee Ltd,"['PC', 'Xbox Series X', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'PlayStation 5']",['FPS'],,0
10730,Alfred Hitchcock: Vertigo,Based on 15 Critic Reviews,61,Based on 45 User Ratings,7.3,Developer:           Pendulo Studios,Publisher: Microids,"['Nintendo Switch', 'PC', 'PlayStation 5', 'Xbox Series X', 'Xbox One', 'PlayStation 4']",['Third-Person Adventure'],,0
10731,X-Men: Reign of Apocalypse,Based on 10 Critic Reviews,61,Based on 15 User Ratings,7.1,Developer:           Digital Eclipse,Publisher: Activision,['Game Boy Advance'],"[""2D Beat-'Em-Up""]",Rated E +10                           for Everyone +10,0
10732,Rogue Ops,Based on 26 Critic Reviews,61,Based on 6 User Ratings,8.2,Developer:           Bits Studios,Publisher: Kemco,"['Xbox', 'GameCube', 'PlayStation 2']",['Action Adventure'],Rated M                           for Mature,0
10733,Violett,Based on 9 Critic Reviews,61,Based on 30 User Ratings,7.1,Developer:           Forever Entertainment,Publisher: Forever Entertainment,"['PC', 'iOS (iPhone/iPad)', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']",['Adventure'],,0
10734,Flockers,Based on 15 Critic Reviews,61,Based on 11 User Ratings,4.5,Developer:           Team17,Publisher: Team17,"['PC', 'PlayStation 4', 'Xbox One', 'iOS (iPhone/iPad)']",['Action Puzzle'],Rated T                           for Teen,0
10735,Test Drive: Ferrari Racing Legends,Based on 21 Critic Reviews,61,Based on 30 User Ratings,5.5,Developer:           Slightly Mad Studios                  Slightly Mad Studios,Publisher: Rombax Games,"['Xbox 360', 'PlayStation 3', 'PC']",['Auto Racing Sim'],Rated E                           for Everyone,0
10736,Age of Pirates 2: City of Abandoned Ships,Based on 9 Critic Reviews,61,Based on 38 User Ratings,7.9,Developer:           Akella,Publisher: Playlogic,['PC'],['Action RPG'],Rated M                           for Mature,0
10737,Outcast: Second Contact,Based on 17 Critic Reviews,61,Based on 40 User Ratings,6.1,Developer:           Appeal,Publisher: Maximum Games,"['PlayStation 4', 'Xbox One', 'PC']",['Open-World Action'],Rated T                           for Teen,0
10738,Delta Force: Black Hawk Down,Based on 37 Critic Reviews,61,Based on 10 User Ratings,7.8,Developer:           Climax Studios,Publisher: NovaLogic,"['PC', 'PlayStation 2', 'Xbox']",['Tactical FPS'],Rated T                           for Teen,0
10739,Kinect Adventures!,Based on 45 Critic Reviews,61,Based on 142 User Ratings,6.3,Developer:           Good Science Studio,Publisher: Microsoft Game Studios,['Xbox 360'],['Party'],Rated E                           for Everyone,0
10740,James Cameron's Avatar: The Game,Based on 62 Critic Reviews,61,Based on 59 User Ratings,6.2,Developer:           Ubisoft Montreal,Publisher: Ubisoft,"['Xbox 360', 'PC', 'Wii', 'PSP', 'DS', 'PlayStation 3']",['Linear Action Adventure'],Rated T                           for Teen,0
10741,Need for Speed Payback,Based on 61 Critic Reviews,61,"Based on 1,329 User Ratings",3.7,Developer:           Ghost Games,Publisher: Electronic Arts,"['PlayStation 4', 'Xbox One', 'PC']",['Auto Racing'],Rated T                           for Teen,0
10742,Shadow Corridor,Based on 7 Critic Reviews,61,,tbd,Developer:           KazukiShiroma,Publisher: NIS America,"['PC', 'Nintendo Switch', 'PlayStation 4']",['Survival'],,0
10743,Evoland,Based on 27 Critic Reviews,61,Based on 230 User Ratings,6.7,Developer:           Shiro Games,Publisher: Shiro Games,"['PC', 'iOS (iPhone/iPad)']",['RPG'],,0
10744,ITORAH,Based on 7 Critic Reviews,61,Based on 19 User Ratings,6.8,Developer:           Grimbart Tales,Publisher: Grimbart Tales,"['PC', 'Xbox One', 'Nintendo Switch', 'PlayStation 4']",['2D Platformer'],,0
10745,Infernal,Based on 34 Critic Reviews,61,Based on 46 User Ratings,6.2,Developer:           Metropolis Software,Publisher: Eidos Interactive,['PC'],['Third Person Shooter'],Rated M                           for Mature,0
10746,X-Men: Next Dimension,Based on 19 Critic Reviews,61,Based on 6 User Ratings,6.3,Developer:           Paradox Development,Publisher: Activision,"['GameCube', 'PlayStation 2', 'Xbox']",['3D Fighting'],Rated T                           for Teen,0
10747,Robotech: The Macross Saga,Based on 8 Critic Reviews,61,,tbd,Developer:           Lucky Chicken,Publisher: TDK Mediactive,['Game Boy Advance'],"[""Vertical Shoot-'Em-Up""]",Rated E                           for Everyone,0
10748,Redemption Reapers,Based on 10 Critic Reviews,61,Based on 5 User Ratings,7.8,Developer:           Adglobe,Publisher: Binary Haze Interactive,"['PlayStation 4', 'Nintendo Switch', 'PC', 'PlayStation 5']",['Turn-Based Tactics'],Rated T                           for Teen,0
10749,Jim Henson's Muppets Party Cruise,Based on 11 Critic Reviews,61,Based on 4 User Ratings,7.8,Developer:           Mass Media,Publisher: TDK Mediactive,"['PlayStation 2', 'GameCube']",['Party'],Rated E                           for Everyone,0
10750,Fatal Inertia EX,Based on 30 Critic Reviews,61,Based on 7 User Ratings,6.1,Developer:           Koei Canada,Publisher: Koei,"['Xbox 360', 'PlayStation 3']",['Future Racing'],Rated E +10                           for Everyone +10,0
10751,Windward (2012),Based on 11 Critic Reviews,61,Based on 48 User Ratings,7.2,Developer:           Tasharen Entertainment,Publisher: Tasharen Entertainment,['PC'],['Action'],,0
10752,Hellboy: Web of Wyrd,Based on 35 Critic Reviews,61,Based on 25 User Ratings,6.8,Developer:           Upstream Arcade,Publisher: Good Shepherd Entertainment,"['PC', 'PlayStation 5', 'Xbox Series X', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']",['Action Adventure'],,0
10753,Robocalypse: Beaver Defense,Based on 7 Critic Reviews,61,,tbd,Developer:           Vogster,Publisher: Vogster,['Wii'],['Defense'],Rated T                           for Teen,0
10754,PlayStation Move Fitness,Based on 12 Critic Reviews,61,Based on 7 User Ratings,6.7,Developer:           Coldwood Interactive,Publisher: SCEA,['PlayStation 3'],['Exercise'],Rated E                           for Everyone,0
10755,MegaTagmension Blanc + Neptune VS Zombies,Based on 22 Critic Reviews,61,Based on 25 User Ratings,6.6,Developer:           Compile Heart,Publisher: Idea Factory,"['PlayStation Vita', 'PC']","[""3D Beat-'Em-Up""]",Rated T                           for Teen,0
10756,Siegecraft Commander,Based on 10 Critic Reviews,61,,tbd,Developer:           Blowfish Studios,Publisher: Blowfish Studios,"['Xbox One', 'PC', 'PlayStation 4', 'Nintendo Switch']",['Defense'],Rated E +10                           for Everyone +10,0
10757,Kirby Air Ride,Based on 28 Critic Reviews,61,Based on 137 User Ratings,8.1,Developer:           HAL Labs,Publisher: Nintendo,['GameCube'],['Arcade Racing'],Rated E                           for Everyone,0
10758,Playboy: The Mansion,Based on 43 Critic Reviews,61,,tbd,Developer:           Cyberlore Studios,Publisher: Arush Entertainment,"['PC', 'Xbox', 'PlayStation 2']",['Tycoon'],Rated M                           for Mature,0
10759,Sunny Garcia Surfing,Based on 11 Critic Reviews,61,,tbd,Developer:           Krome Studios,Publisher: Ubisoft,['PlayStation 2'],['Surfing'],Rated E                           for Everyone,0
10760,Sword Coast Legends,Based on 41 Critic Reviews,61,Based on 247 User Ratings,5.5,Developer:           n-Space,Publisher: Digital Extremes,"['PC', 'Xbox One', 'PlayStation 4']",['Western RPG'],Rated T                           for Teen,0
10761,Sega Casino,Based on 13 Critic Reviews,61,,tbd,Developer:           TOSE,Publisher: Sega,['DS'],['Gambling'],Rated T                           for Teen,0
10762,Honeycomb Beat,Based on 28 Critic Reviews,61,,tbd,Developer:           Hudson,Publisher: Hudson,['DS'],['Puzzle'],Rated E                           for Everyone,0
10763,Voodoo Dice,Based on 9 Critic Reviews,61,,tbd,Developer:           Exkee,Publisher: Ubisoft,"['Xbox 360', 'Wii', 'PC', 'PlayStation 3', 'iOS (iPhone/iPad)', 'PSP']",['Puzzle'],Rated E                           for Everyone,0
10764,Arkanoid DS,Based on 29 Critic Reviews,61,Based on 9 User Ratings,8.9,Developer:           Taito Corporation,Publisher: Square Enix,['DS'],['Arcade'],Rated E                           for Everyone,0
10765,Build-A-Bear Workshop: A Friend Fur All Seasons,Based on 11 Critic Reviews,61,,tbd,Developer:           Neko Entertainment,Publisher: The Game Factory,"['iOS (iPhone/iPad)', 'DS', 'Wii']",['Simulation'],Rated E                           for Everyone,0
10766,Dragon Ball Z: Extreme Butoden,Based on 32 Critic Reviews,61,Based on 52 User Ratings,6.8,Developer:           Arc System Works,Publisher: Bandai Namco Games,['3DS'],['2D Fighting'],Rated T                           for Teen,0
10767,Star Wars Episode III: Revenge of the Sith,Based on 44 Critic Reviews,61,Based on 48 User Ratings,7.8,Developer:           Double Helix Games,Publisher: LucasArts,"['PlayStation 2', 'Xbox', 'DS', 'PSP', 'Game Boy Advance']",['Action Adventure'],Rated T                           for Teen,0
10768,Darkened Skye,Based on 12 Critic Reviews,61,Based on 6 User Ratings,7.5,Developer:           Boston Animation,Publisher: Simon & Schuster,"['PC', 'GameCube']",['Action Adventure'],Rated T                           for Teen,0
10769,Silent Scope 3,Based on 12 Critic Reviews,61,,tbd,Developer:           KCET,Publisher: Konami,['PlayStation 2'],['Rail Shooter'],Rated M                           for Mature,0
10770,Shining Tears,Based on 14 Critic Reviews,61,Based on 7 User Ratings,7.6,Developer:           Nex Entertainment,Publisher: Sega,['PlayStation 2'],['Action RPG'],Rated T                           for Teen,0
10771,Fable: The Journey,Based on 70 Critic Reviews,61,Based on 97 User Ratings,5.0,Developer:           Lionhead Studios,Publisher: Microsoft Game Studios,['Xbox 360'],['Action RPG'],Rated T                           for Teen,0
10772,Zeno Clash II,Based on 33 Critic Reviews,61,Based on 141 User Ratings,7.4,Developer:           ACE Team,Publisher: Atlus,"['PC', 'Xbox 360', 'PlayStation 3']","[""3D Beat-'Em-Up""]",Rated T                           for Teen,0
10773,Asemblance,Based on 13 Critic Reviews,61,Based on 15 User Ratings,5.3,Developer:           Nilo Studios,Publisher: Nilo Studios,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']",['First-Person Adventure'],Rated T                           for Teen,0
10774,Naruto Shippuden: Ultimate Ninja Heroes 3,Based on 22 Critic Reviews,61,Based on 39 User Ratings,6.6,Developer:           CyberConnect2,Publisher: Namco Bandai Games,['PSP'],['3D Fighting'],Rated T                           for Teen,0
10775,Drakengard 3,Based on 33 Critic Reviews,61,Based on 319 User Ratings,7.8,Developer:           Access Games,Publisher: Square Enix,['PlayStation 3'],['Action RPG'],Rated M                           for Mature,0
10776,Super Contra,Based on 10 Critic Reviews,61,Based on 10 User Ratings,5.8,Developer:           Konami,Publisher: Konami,"['PlayStation 4', 'Nintendo Switch', 'PC', 'Xbox 360']",['2D Platformer'],Rated E +10                           for Everyone +10,0
10777,Naruto: Ninja Destiny,Based on 22 Critic Reviews,61,Based on 8 User Ratings,4.3,Developer:           DreamFactory,Publisher: D3Publisher,['DS'],['3D Fighting'],Rated T                           for Teen,0
10778,Air Conflicts: Secret Wars,Based on 14 Critic Reviews,61,Based on 4 User Ratings,4.8,Developer:           Games Farm,Publisher: Kalypso,"['PC', 'PlayStation 3', 'Xbox 360', 'Nintendo Switch', 'PlayStation 4']",['Aircraft Combat Sim'],Rated T                           for Teen,0
10779,PictoImage,Based on 11 Critic Reviews,61,,tbd,Developer:           Skonec,Publisher: Sega,['DS'],['Puzzle'],Rated E                           for Everyone,0
10780,Impossible Mission,Based on 8 Critic Reviews,61,,tbd,Developer:           System 3,Publisher: Codemasters,"['PlayStation 2', 'Wii', 'PSP', 'DS', 'Nintendo Switch']",['2D Platformer'],Rated E                           for Everyone,0
10781,Phoning Home,Based on 14 Critic Reviews,61,Based on 22 User Ratings,7.3,Developer:           ION LANDS,Publisher: ION LANDS,['PC'],['Action Adventure'],,0
10782,Void War (2004),Based on 7 Critic Reviews,61,,tbd,Developer:           Rampant Games,Publisher: Rampant Games,['PC'],['Action Adventure'],,0
10783,Senran Kagura: Bon Appetit!,Based on 16 Critic Reviews,61,Based on 43 User Ratings,7.2,Developer:           Meteorise,Publisher: XSEED Games,['PlayStation Vita'],['Rhythm'],Rated M                           for Mature,0
10784,RemiLore: Lost Girl in the Lands of Lore,Based on 20 Critic Reviews,61,Based on 9 User Ratings,4.7,Developer:           Pixellore,Publisher: Nicalis,"['Nintendo Switch', 'Xbox One', 'PlayStation 4', 'PC']",['Action Adventure'],Rated E +10                           for Everyone +10,0
10785,Schrodinger's Cat and the Raiders of the Lost Quark,Based on 22 Critic Reviews,61,,tbd,Developer:           Italic Pig,Publisher: Team17,"['PC', 'PlayStation 4', 'Xbox One']",['2D Platformer'],Rated E                           for Everyone,0
10786,Game & Wario,Based on 60 Critic Reviews,61,Based on 153 User Ratings,6.7,Developer:           Intelligent Systems,Publisher: Nintendo,['Wii U'],['Party'],Rated E                           for Everyone,0
10787,Catan Universe,Based on 13 Critic Reviews,61,Based on 15 User Ratings,2.7,Developer:           exozet,Publisher: Asmodee,"['Nintendo Switch', 'PC']",['Board'],Rated E                           for Everyone,0
10788,The King of Fighters Collection: The Orochi Saga,Based on 16 Critic Reviews,61,Based on 9 User Ratings,6.6,Developer:           M2,Publisher: SNK Playmore,"['Wii', 'PlayStation 2', 'PSP', 'PlayStation 4']",['Compilation'],Rated T                           for Teen,0
10789,Spider-Man 2 (2004),Based on 46 Critic Reviews,61,,tbd,Developer:           Vicarious Visions,Publisher: Activision,"['Game Boy Advance', 'DS']",['2D Platformer'],Rated E                           for Everyone,0
10790,Samurai Warriors Chronicles,Based on 30 Critic Reviews,61,Based on 42 User Ratings,7.5,Developer:           Omega Force,Publisher: Koei Tecmo Games,['3DS'],"[""3D Beat-'Em-Up""]",Rated T                           for Teen,0
10791,Gangsters 2: Vendetta,Based on 10 Critic Reviews,61,Based on 8 User Ratings,8.0,Developer:           Hothouse Creations,Publisher: Eidos Interactive,['PC'],['Strategy'],Rated T                           for Teen,0
10792,Road to India: Between Hell and Nirvana,Based on 14 Critic Reviews,61,Based on 5 User Ratings,5.2,Developer:           Microids,Publisher: Microids,['PC'],['Adventure'],Rated E                           for Everyone,0
10793,Sherlock Holmes: The Mystery of the Mummy,Based on 13 Critic Reviews,61,Based on 11 User Ratings,5.8,Developer:           Frogwares,Publisher: DreamCatcher Interactive,"['Wii', 'PC', 'DS']",['Point-and-Click'],Rated E                           for Everyone,0
10794,Happy Wars,Based on 10 Critic Reviews,61,Based on 132 User Ratings,7.0,Developer:           Toylogic,Publisher: Microsoft Game Studios,"['Xbox 360', 'PC', 'Xbox One']",['Action'],Rated T                           for Teen,0
10795,The Descendant,Based on 9 Critic Reviews,61,Based on 26 User Ratings,7.0,Developer:           Gaming Corps AB,Publisher: Gaming Corps AB,['PC'],['Third-Person Adventure'],,0
10796,Zoids Wild: Blast Unleashed,Based on 10 Critic Reviews,61,,tbd,Developer:           Takara Tomy,Publisher: Outright Games,['Nintendo Switch'],['Action'],Rated E +10                           for Everyone +10,0
10797,Ben 10 Alien Force: Vilgax Attacks,Based on 9 Critic Reviews,61,Based on 30 User Ratings,7.6,Developer:           Papaya Studio,Publisher: D3Publisher,"['Xbox 360', 'PlayStation 2', 'Wii', 'DS', 'PSP']",['Action'],Rated E +10                           for Everyone +10,0
10798,Lifeline (2004),Based on 31 Critic Reviews,61,Based on 8 User Ratings,8.9,Developer:           SCEJ,Publisher: Konami,['PlayStation 2'],['Action Adventure'],Rated M                           for Mature,0
10799,Ape Escape: Pumped & Primed,Based on 21 Critic Reviews,61,Based on 8 User Ratings,8.8,Developer:           SCEI,Publisher: Ubisoft,['PlayStation 2'],['Party'],Rated T                           for Teen,0
10800,SBK Generations,Based on 11 Critic Reviews,61,,tbd,Developer:           Milestone S.r.l,Publisher: Black Bean Games,"['Xbox 360', 'PlayStation 3', 'PC']",['Auto Racing Sim'],,0
10801,I Am Bread TV,Based on 25 Critic Reviews,60,Based on 69 User Ratings,4.9,Developer:           Bossa Studios,Publisher: Bossa Studios,"['PC', 'PlayStation 4', 'iOS (iPhone/iPad)', 'Xbox One']",['3D Platformer'],Rated E +10                           for Everyone +10,0
10802,Mass Effect 3: Omega,Based on 17 Critic Reviews,60,Based on 113 User Ratings,6.3,Developer:           BioWare,Publisher: Electronic Arts,"['PlayStation 3', 'PC', 'Xbox 360']",['Action RPG'],Rated M                           for Mature,0
10803,Kinect Sports Rivals,Based on 53 Critic Reviews,60,Based on 147 User Ratings,5.0,Developer:           Microsoft Game Studios,Publisher: Microsoft Game Studios,['Xbox One'],['Sports'],Rated E +10                           for Everyone +10,0
